Name,Description,stats,gold,tags,plaintext
Frozen Heart,<stats>+100 Armor<br>+20% Cooldown Reduction<br><mana>+400 Mana</mana></stats><br><br><aura>UNIQUE Aura:</aura> Reduces the Attack Speed of nearby enemies by 15%.,"{'FlatMPPoolMod': 400, 'FlatArmorMod': 100}","{'base': 800, 'purchasable': True, 'total': 2700, 'sell': 1890}","['Armor', 'Aura', 'CooldownReduction', 'Mana']",Massively increases Armor and slows enemy basic attacks
,,,,,
Mercury's Treads,"<groupLimit>Limited to 1 pair of boots.</groupLimit><br><br><stats>+25 Magic Resist</stats><br><br><unique>UNIQUE Passive - Enhanced Movement:</unique> +45 Movement Speed<br><unique>UNIQUE Passive - Tenacity:</unique> Reduces the duration of stuns, slows, taunts, fears, silences, blinds, polymorphs, and immobilizes by 30%.","{'FlatMovementSpeedMod': 45, 'FlatSpellBlockMod': 25}","{'base': 350, 'purchasable': True, 'total': 1100, 'sell': 770}","['Boots', 'SpellBlock', 'Tenacity']",Increases Movement Speed and reduces duration of disabling effects
,,,,,
Guardian's Orb,<stats>+150 Health<br>+35 Ability Power<br><mana>+10 Mana regen per 5 seconds</mana></stats><br><br><groupLimit>Limited to 1 Guardian's Item.</groupLimit>,"{'FlatHPPoolMod': 150, 'FlatMagicDamageMod': 35}","{'base': 950, 'purchasable': True, 'total': 950, 'sell': 380}","['Health', 'SpellDamage', 'ManaRegen', 'Lane']",Good starting item for mages
,,,,,
Aether Wisp,<stats>+30 Ability Power</stats><br><br><unique>UNIQUE Passive:</unique> +5% Movement Speed,{'FlatMagicDamageMod': 30},"{'base': 415, 'purchasable': True, 'total': 850, 'sell': 595}","['NonbootsMovement', 'SpellDamage']",Increases Ability Power and Movement Speed
,,,,,
Forbidden Idol,<stats><mana>+50% Base Mana Regen </mana></stats><br><br><unique>UNIQUE Passive:</unique> +10% Cooldown Reduction<br><unique>UNIQUE Passive:</unique> +5% Heal and Shield Power,{},"{'base': 550, 'purchasable': True, 'total': 800, 'sell': 560}","['CooldownReduction', 'ManaRegen']","Increases Heal and Shield Power, Mana Regeneration, and Cooldown Reduction"
,,,,,
Nashor's Tooth,<stats>+50% Attack Speed<br>+80 Ability Power</stats><br><br><unique>UNIQUE Passive:</unique> +20% Cooldown Reduction<br><unique>UNIQUE Passive:</unique> Basic attacks deal 15 (+15% of Ability Power) bonus magic damage on hit.<br>,"{'FlatMagicDamageMod': 80, 'PercentAttackSpeedMod': 0.5}","{'base': 1000, 'purchasable': True, 'total': 3000, 'sell': 2100}","['AttackSpeed', 'CooldownReduction', 'OnHit', 'SpellDamage']","Increases Attack Speed, Ability Power, and Cooldown Reduction"
,,,,,
Rylai's Crystal Scepter,<stats>+300 Health<br>+90 Ability Power</stats><br><br><unique>UNIQUE Passive:</unique> Damaging spells and abilities reduce enemy movement speed by 20% for 1 second.,"{'FlatHPPoolMod': 300, 'FlatMagicDamageMod': 90}","{'base': 915, 'purchasable': True, 'total': 2600, 'sell': 1820}","['Health', 'SpellDamage', 'Slow']",Abilities slow enemies
,,,,,
Boots of Mobility,<groupLimit>Limited to 1 pair of boots.</groupLimit><br><br><unique>UNIQUE Passive - Enhanced Movement:</unique> +25 Movement Speed. Increases to +115 Movement Speed when out of combat for 5 seconds.,{'FlatMovementSpeedMod': 115},"{'base': 600, 'purchasable': True, 'total': 900, 'sell': 630}",['Boots'],Greatly enhances Movement Speed when out of combat
,,,,,
Executioner's Calling,<stats>+15 Attack Damage</stats><br><br><unique>UNIQUE Passive - Executioner:</unique> Physical damage inflicts <a href='GrievousWounds'>Grievous Wounds</a> on enemy champions for 3 seconds.,{'FlatPhysicalDamageMod': 15},"{'base': 450, 'purchasable': True, 'total': 800, 'sell': 560}",['Damage'],Overcomes enemies with high health gain
,,,,,
Guinsoo's Rageblade,"<stats>+25 Attack Damage<br>+25 Ability Power<br>+25% Attack Speed</stats><br><br><passive>Passive: </passive>Basic attacks deal 15 magic damage on hit.<br><unique>UNIQUE Passive - Last Whisper:</unique> Gain 15% <a href='FlatArmorPen'>Armor Penetration</a>.<br><unique>UNIQUE Passive - Dissolve:</unique> Gain 15% <a href='TotalMagicPen'>Magic Penetration</a>.<br><unique>UNIQUE Passive:</unique> Basic attacks grant +8% Attack Speed for 5 seconds (up to 6 stacks). At max stacks, gain <unlockedPassive>Guinsoo's Rage</unlockedPassive>.<br><br><unlockedPassive>Guinsoo's Rage:</unlockedPassive> Every 3 basic attacks, trigger on hit effects twice.<br><br><rules><font color='#8c8c8c'>While at half stacks, melee champions' next attack will fully stack Rageblade.</font></rules>","{'FlatPhysicalDamageMod': 25, 'FlatMagicDamageMod': 25, 'PercentAttackSpeedMod': 0.25}","{'base': 790, 'purchasable': True, 'total': 3100, 'sell': 2170}","['Damage', 'AttackSpeed', 'SpellDamage', 'OnHit', 'MagicPenetration', 'ArmorPenetration']","Increases Attack Speed, Armor Penetration, and Magic Penetration"
,,,,,
Caulfield's Warhammer,<stats>+25 Attack Damage</stats><br><br><unique>UNIQUE Passive:</unique> +10% Cooldown Reduction,{'FlatPhysicalDamageMod': 25},"{'base': 400, 'purchasable': True, 'total': 1100, 'sell': 770}","['Damage', 'CooldownReduction']",Attack Damage and Cooldown Reduction
,,,,,
Serrated Dirk,<stats>+25 Attack Damage</stats><br><br><unique>UNIQUE Passive:</unique> +10 <a href='Lethality'>Lethality</a><br>,{'FlatPhysicalDamageMod': 25},"{'base': 400, 'purchasable': True, 'total': 1100, 'sell': 770}","['Damage', 'ArmorPenetration']",Increases Attack Damage and Lethality
,,,,,
Void Staff,<stats>+70 Ability Power</stats><br><br><unique>UNIQUE Passive - Dissolve:</unique> +40% <a href='TotalMagicPen'>Magic Penetration</a>.,{'FlatMagicDamageMod': 70},"{'base': 1365, 'purchasable': True, 'total': 2650, 'sell': 1855}","['MagicPenetration', 'SpellDamage']",Increases magic damage
,,,,,
Haunting Guise,<stats>+35 Ability Power<br>+200 Health</stats><br><br><unique>UNIQUE Passive - Madness:</unique> Deal 2% more damage for each second in combat with champions (10% maximum).,"{'FlatHPPoolMod': 200, 'FlatMagicDamageMod': 35}","{'base': 665, 'purchasable': True, 'total': 1500, 'sell': 1050}","['Health', 'SpellDamage']",Increases magic damage
,,,,,
Dervish Blade,"<stats>+50% Attack Speed<br>+45 Magic Resist<br>+10% Cooldown Reduction</stats><br><br><active>UNIQUE Active - Quicksilver:</active> Removes all debuffs, and if the champion is melee, also grants +50% bonus Movement Speed for 1 second (90 second cooldown).","{'FlatSpellBlockMod': 45, 'PercentAttackSpeedMod': 0.5}","{'base': 300, 'purchasable': True, 'total': 2700, 'sell': 1890}","['Active', 'AttackSpeed', 'CooldownReduction', 'NonbootsMovement', 'SpellBlock']",Activate to remove all debuffs and grant massive Movement Speed
,,,,,
Mercurial Scimitar,<stats>+50 Attack Damage<br>+35 Magic Resist<br>+10% Life Steal</stats><br><br><active>UNIQUE Active - Quicksilver:</active> Removes all crowd control debuffs and also grants +50% bonus Movement Speed for 1 second (90 second cooldown).,"{'FlatPhysicalDamageMod': 50, 'FlatSpellBlockMod': 35, 'PercentLifeStealMod': 0.1}","{'base': 325, 'purchasable': True, 'total': 3400, 'sell': 2380}","['SpellBlock', 'Damage', 'LifeSteal', 'Active', 'NonbootsMovement']",Activate to remove all crowd control debuffs and grant massive Movement Speed
,,,,,
Quicksilver Sash,<stats>+30 Magic Resist</stats><br><br><active>UNIQUE Active - Quicksilver:</active> Removes all crowd control debuffs (90 second cooldown).,{'FlatSpellBlockMod': 30},"{'base': 850, 'purchasable': True, 'total': 1300, 'sell': 910}","['Active', 'SpellBlock']",Activate to remove all crowd control debuffs
,,,,,
Youmuu's Ghostblade,<stats>+55 Attack Damage<br>+10% Cooldown Reduction</stats><br><br><unique>UNIQUE Passive:</unique> +18 <a href='Lethality'>Lethality</a><br><unique>UNIQUE Passive:</unique> +40 Movement Speed out of Combat<br><active>UNIQUE Active:</active> Grants +20% Movement Speed and the ability to move through units for 6 seconds (45 second cooldown).,{'FlatPhysicalDamageMod': 55},"{'base': 700, 'purchasable': True, 'total': 2900, 'sell': 2030}","['Damage', 'Active', 'CooldownReduction', 'NonbootsMovement', 'ArmorPenetration']",Activate to greatly increase Movement Speed
,,,,,
Randuin's Omen,"<stats>+400 Health<br>+70 Armor</stats><br><br><unique>UNIQUE Passive:</unique> -20% damage taken from basic attack critical strikes.<br><unique>UNIQUE Passive - Cold Steel:</unique> When hit by basic attacks, reduces the attacker's Attack Speed by 15% for 1 second.<br><active>UNIQUE Active:</active> Slows the Movement Speed of nearby enemy units by 55% for 2 seconds (60 second cooldown).","{'FlatHPPoolMod': 400, 'FlatArmorMod': 70}","{'base': 900, 'purchasable': True, 'total': 2900, 'sell': 2030}","['Active', 'Armor', 'Health', 'Slow']","Greatly increases defenses, activate to slow nearby enemies"
,,,,,
Bilgewater Cutlass,<stats>+25 Attack Damage<br>+10% Life Steal</stats><br><br><active>UNIQUE Active:</active> Deals 100 magic damage and slows the target champion's Movement Speed by 25% for 2 seconds (90 second cooldown).,"{'FlatPhysicalDamageMod': 25, 'PercentLifeStealMod': 0.1}","{'base': 350, 'purchasable': True, 'total': 1600, 'sell': 1120}","['Active', 'Damage', 'LifeSteal', 'Slow']",Activate to deal magic damage and slow target champion
,,,,,
Hextech Revolver,"<stats>+40 Ability Power</stats><br><br><unique>UNIQUE Passive - Magic Bolt:</unique> Damaging an enemy champion with a basic attack shocks them for <scaleLevel>50 - 125</scaleLevel> bonus magic damage (40 second cooldown, shared with other <font color='#9999FF'><a href='itembolt'>Hextech</a></font> items).<br><br>Magic Bolt's cooldown is reduced by Active Item cooldown reduction.<br><br><rules>(Damage scales based on level. Hextech effects can trigger other item spell effects.)</rules>",{'FlatMagicDamageMod': 40},"{'base': 180, 'purchasable': True, 'total': 1050, 'sell': 735}",['SpellDamage'],Increases Ability Power. Deal bonus magic damage on attack periodically.
,,,,,
Hextech Gunblade,"<stats>+40 Attack Damage<br>+80 Ability Power</stats><br><br><unique>UNIQUE Passive:</unique> Heal for 15% of damage dealt. This is 33% as effective for Area of Effect damage.<br><active>UNIQUE Active - Lightning Bolt:</active> Deals <scaleLevel>175 - 253</scaleLevel> (+30% of Ability Power) magic damage and slows the target champion's Movement Speed by 40% for 2 seconds (40 second cooldown, shared with other <font color='#9999FF'><a href='itembolt'>Hextech</a></font> items).","{'FlatPhysicalDamageMod': 40, 'FlatMagicDamageMod': 80}","{'base': 750, 'purchasable': True, 'total': 3400, 'sell': 2380}","['Active', 'Damage', 'LifeSteal', 'Slow', 'SpellDamage', 'SpellVamp']","Increases Attack Damage and Ability Power, activate to slow a target"
,,,,,
Duskblade of Draktharr,"<stats>+60 Attack Damage<br>+10% Cooldown Reduction</stats><br><br><unique>UNIQUE Passive</unique>: +21 <a href='Lethality'>Lethality</a><br><unique>UNIQUE Passive - Nightstalker:</unique> After being unseen for at least 1 second, your next basic attack against an enemy champion deals <scaleLevel>30 - 150</scaleLevel> bonus physical damage and slows them by 99% for 0.25 seconds. Ranged basic attacks do not apply the slow. (Lasts for 5 seconds after being seen by an enemy champion).",{'FlatPhysicalDamageMod': 60},"{'base': 700, 'purchasable': True, 'total': 2900, 'sell': 2030}","['Damage', 'CooldownReduction', 'OnHit', 'ArmorPenetration']",Deals additional physical damage when ambushing enemies
,,,,,
Liandry's Torment,"<stats>+75 Ability Power<br>+300 Health</stats><br><br><unique>UNIQUE Passive - Madness:</unique> Deal 2% more damage for each second in combat with champions (10% maximum).<br><unique>UNIQUE Passive - Torment:</unique> Spells burn enemies for 3 seconds, dealing bonus magic damage equal to 1.5% of their maximum Health per second. Burn damage is increased to 2.5% against <a href='MovementImpaired'>movement-impaired</a> units.","{'FlatHPPoolMod': 300, 'FlatMagicDamageMod': 75}","{'base': 750, 'purchasable': True, 'total': 3100, 'sell': 2170}","['Health', 'SpellDamage']",Spell damage burns enemies for a portion of their Health
,,,,,
Hextech Protobelt-01,"<stats>+300 Health<br>+60 Ability Power<br>+10% Cooldown Reduction</stats><br><br><unique>UNIQUE Active - Fire Bolt:</unique> Dash forward and unleash a nova of fire bolts that deal <scaleLevel>75 - 150</scaleLevel> (+25% of your Ability Power) as magic damage (40 second cooldown, shared with other <font color='#9999FF'><a href='itembolt'>Hextech</a></font> items).<br><br>Champions and Monsters hit by multiple fire bolts take 10% damage per additional bolt.<br><br><rules>(This dash cannot pass through terrain.)</rules>","{'FlatHPPoolMod': 300, 'FlatMagicDamageMod': 60}","{'base': 650, 'purchasable': True, 'total': 2500, 'sell': 1750}","['Health', 'SpellDamage', 'Active', 'CooldownReduction']",Activate to dash forward and unleash a fiery explosion
,,,,,
Blade of the Ruined King,<stats>+40 Attack Damage<br>+25% Attack Speed<br>+12% Life Steal</stats><br><br><unique>UNIQUE Passive:</unique> Basic attacks deal 8% of the target's current Health as bonus physical damage on hit.<br><active>UNIQUE Active:</active> Deals 100 magic damage to target champion and steals 25% of their Movement Speed for 3 seconds (90 second cooldown).<br><br><rules>Minimum bonus physical damage dealt is 15.<br>Maximum bonus physical damage dealt to monsters and minions is 60.<br>User's Life Steal is applied to bonus physical damage dealt.</rules>,"{'FlatPhysicalDamageMod': 40, 'PercentAttackSpeedMod': 0.25, 'PercentLifeStealMod': 0.12}","{'base': 700, 'purchasable': True, 'total': 3300, 'sell': 2310}","['Damage', 'AttackSpeed', 'LifeSteal', 'Active', 'Slow', 'OnHit', 'NonbootsMovement']","Deals damage based on target's Health, can steal Movement Speed"
,,,,,
Hexdrinker,"<stats>+20 Attack Damage<br>+35 Magic Resist</stats><br><br><unique>UNIQUE Passive - Lifeline:</unique> Upon taking magic damage that would reduce Health below 30%, grants a shield that absorbs 110 to 280 (based on level) magic damage for 5 seconds (90 second cooldown).","{'FlatPhysicalDamageMod': 20, 'FlatSpellBlockMod': 35}","{'base': 500, 'purchasable': True, 'total': 1300, 'sell': 910}","['Damage', 'SpellBlock']",Increases Attack Damage and Magic Resist
,,,,,
Maw of Malmortius,"<stats>+50 Attack Damage<br>+50 Magic Resist<br>+10% Cooldown Reduction</stats><br><br><unique>UNIQUE Passive - Lifeline:</unique> Upon taking magic damage that would reduce Health below 30%, grants a shield that absorbs up to 350 magic damage within 5 seconds (90 second cooldown).<br><unlockedPassive>Lifegrip:</unlockedPassive> When <i>Lifeline</i> triggers, gain +20 Attack Damage, +10% Spell Vamp and +10% Life Steal until out of combat.","{'FlatPhysicalDamageMod': 50, 'FlatSpellBlockMod': 50}","{'base': 850, 'purchasable': True, 'total': 3250, 'sell': 2275}","['SpellBlock', 'Damage', 'LifeSteal', 'CooldownReduction', 'SpellVamp']",Grants bonus Attack Damage when Health is low
,,,,,
Zhonya's Hourglass,"<stats>+75 Ability Power<br>+45 Armor<br>+10% Cooldown Reduction</stats><br><br><active>UNIQUE Active - Stasis:</active> Champion becomes invulnerable and untargetable for 2.5 seconds, but is unable to move, attack, cast spells, or use items during this time (120 second cooldown).","{'FlatMagicDamageMod': 75, 'FlatArmorMod': 45}","{'base': 300, 'purchasable': True, 'total': 2900, 'sell': 2030}","['Armor', 'SpellDamage', 'Active', 'CooldownReduction']",Activate to become invincible but unable to take actions
,,,,,
Ionian Boots of Lucidity,"<groupLimit>Limited to 1 pair of boots.</groupLimit><br><br><unique>UNIQUE Passive:</unique> +10% Cooldown Reduction<br><unique>UNIQUE Passive - Enhanced Movement:</unique> +45 Movement Speed<br><unique>UNIQUE Passive:</unique> Reduces Summoner Spell cooldowns by 10%<br><br><br><rules><font color='#FDD017'>''This item is dedicated in honor of Ionia's victory over Noxus in the Rematch for the Southern Provinces on 10 December, 20 CLE.''</font></rules>",{'FlatMovementSpeedMod': 45},"{'base': 600, 'purchasable': True, 'total': 900, 'sell': 630}","['Boots', 'CooldownReduction']",Increases Movement Speed and Cooldown Reduction
,,,,,
Spear of Shojin,"<stats>+60 Attack Damage<br>+250 Health<br>+20% Cooldown Reduction</stats><br><br><unique>UNIQUE Passive:</unique> After you cast your ultimate, your next basic attack within 10 seconds grants <unlockedPassive>Awakened Dragon</unlockedPassive> for 6 seconds (30 second cooldown).<br><br><unlockedPassive>Awakened Dragon:</unlockedPassive> Gain 50% attack speed, and basic attacks refund 20% of your remaining non-ultimate cooldowns.","{'FlatPhysicalDamageMod': 60, 'FlatHPPoolMod': 250}","{'base': 950, 'purchasable': True, 'total': 3400, 'sell': 2380}","['Health', 'Damage', 'CooldownReduction']","After casting your ultimate, your basic attacks reduces your remaining non-ultimate cooldowns."
,,,,,
Morellonomicon,<stats>+70 Ability Power<br>+300 Health</stats><br><br><unique>UNIQUE Passive - Touch of Death:</unique> +15 <a href='FlatMagicPen'>Magic Penetration</a><br><unique>UNIQUE Passive - Cursed Strike:</unique> Magic damage dealt to champions inflicts them with <a href='GrievousWounds'>Grievous Wounds</a> for 3 seconds.,"{'FlatHPPoolMod': 300, 'FlatMagicDamageMod': 70}","{'base': 550, 'purchasable': True, 'total': 3000, 'sell': 2100}","['Health', 'SpellDamage', 'MagicPenetration']",Increases magic damage
,,,,,
Athene's Unholy Grail,"<stats>+30 Ability Power<br>+30 Magic Resist<br>+10% Cooldown Reduction<br><mana>+100% Base Mana Regen </mana></stats><br><br><unique>UNIQUE Passive:</unique> Gain 35% of the <a href='premitigation'><font color='#6666FF'><u>premitigation</u></font></a> damage dealt to champions as Blood Charges, up to <scaleLevel>100 - 250</scaleLevel> max. Healing or shielding another ally consumes charges equal to 100% of the heal or shield value, healing the ally for that amount.<br><unique>UNIQUE Passive - Dissonance:</unique> Grants 5 ability power per 25% Base Mana Regen you have. Disables <unique>Harmony</unique> on your other items.<br><br><rules>(Maximum amount of Blood Charges stored is based on level. Healing amplification is applied to the total heal value.)</rules>","{'FlatSpellBlockMod': 30, 'FlatMagicDamageMod': 30}","{'base': 400, 'purchasable': True, 'total': 2100, 'sell': 1470}","['SpellBlock', 'HealthRegen', 'SpellDamage', 'ManaRegen', 'CooldownReduction']",Deal damage to empower your heals and shields
,,,,,
Head of Kha'Zix,<unique>UNIQUE Active - Bonetooth Totem:</unique> Places a Stealth Ward that lasts 180 seconds (90 Second cooldown). Limit 3 Stealth Wards on the map per player.<br><br><unique>UNIQUE Passive - Mementos of the Hunt:</unique> Rengar collects trophies when killing Champions and gains bonus effects based on how many trophies he has. Kills and assists grant 1 trophy.<br><br><passive>3 Trophies:</passive> Rengar gains 25 Movement Speed whilst out of combat or in brush. <br><passive>6 Trophies:</passive> Increases the range of Rengar's Leap by 125.<br><passive>12 Trophies:</passive> Thrill of the Hunt's duration is increased by 5 seconds.<br><passive>20 Trophies:</passive> Rengar gains the movement speed bonus of Thrill of the Hunt while he is stealthed.,{},"{'base': 0, 'purchasable': False, 'total': 0, 'sell': 0}","['Active', 'Trinket', 'Vision']",
,,,,,
Umbral Glaive,"<stats>+50 Attack Damage<br>+10% Cooldown Reduction</stats><br><br><unique>UNIQUE Passive</unique>: +12 <a href='Lethality'>Lethality</a><br><unique>UNIQUE Passive - Blackout:</unique> When spotted by an enemy ward, reveal traps and disable wards around you for 8 seconds (45 second cooldown). Basic attacks instantly kill revealed traps and do triple damage to wards.",{'FlatPhysicalDamageMod': 50},"{'base': 600, 'purchasable': True, 'total': 2400, 'sell': 1680}","['Damage', 'Vision', 'CooldownReduction', 'OnHit', 'ArmorPenetration']",Provides trap and ward detection periodically
,,,,,
Sanguine Blade,"<stats>+50 Attack Damage<br>+15% Life Steal</stats><br><br><unique>UNIQUE Passive:</unique> +10 <a href='Lethality'>Lethality</a><br><unique>UNIQUE Passive - Blood Pursuit:</unique> While near one or fewer visible enemy champions gain 8 <a href='Lethality'>Lethality</a> and 20%-80% Attack Speed (based on level), decaying over 3 seconds if other enemy champions get too close.","{'FlatPhysicalDamageMod': 50, 'PercentLifeStealMod': 0.15}","{'base': 1100, 'purchasable': True, 'total': 3100, 'sell': 2170}","['Damage', 'AttackSpeed', 'LifeSteal', 'ArmorPenetration']",When hunting lone enemy champions gain Attack Speed and Lethality
,,,,,
Guardian's Hammer,<stats>+150 Health<br>+20 Attack Damage<br>+10% Life Steal</stats><br><br><groupLimit>Limited to 1 Guardian's Item.</groupLimit>,"{'FlatPhysicalDamageMod': 20, 'FlatHPPoolMod': 150, 'PercentLifeStealMod': 0.1}","{'base': 950, 'purchasable': True, 'total': 950, 'sell': 380}","['Health', 'Damage', 'LifeSteal', 'Lane']",Good starting item for attackers
,,,,,
Locket of the Iron Solari,<stats>+30 Armor<br>+60 Magic Resist</stats><br><br><active>UNIQUE Active:</active> Grants a decaying shield to nearby allied champions for 2.5 seconds that absorbs up to 120 (+10 per level) <scaleHealth>(+20% of your bonus health)</scaleHealth> damage (120 second cooldown).<br><br><rules>Shield per level uses the higher of your level or the target's level.<br>Shield ratio scales with your level.<br>Shield amount is reduced to 25% if the target has been affected by another Locket of the Iron Solari in the last 20 seconds.</rules>,"{'FlatSpellBlockMod': 60, 'FlatArmorMod': 30}","{'base': 650, 'purchasable': True, 'total': 2200, 'sell': 1540}","['SpellBlock', 'Armor', 'Active']",Activate to shield nearby allies from damage
,,,,,
Seeker's Armguard,<stats>+30 Armor<br>+20 Ability Power</stats><br><br><unique>UNIQUE Passive:</unique> Killing a unit grants 0.5 bonus Armor and Ability Power. This bonus stacks up to 30 times.,"{'FlatMagicDamageMod': 20, 'FlatArmorMod': 30}","{'base': 65, 'purchasable': True, 'total': 1100, 'sell': 770}","['Armor', 'SpellDamage']",Increases Armor and Ability Power
,,,,,
Gargoyle Stoneplate,"<stats>+40 Armor<br>+40 Magic Resist</stats><br><br><unique>UNIQUE Passive - Stone Skin:</unique> If 3+ enemy champions are nearby, grants 40 bonus Armor and Magic Resist.<br><active>UNIQUE Active - Metallicize:</active> Increases Health by 40% and increases champion size, but reduces damage dealt by 60% for 4 seconds (90 second cooldown). If Stone Skin is active, the Health increase becomes 100% instead.","{'FlatSpellBlockMod': 40, 'FlatArmorMod': 40}","{'base': 380, 'purchasable': True, 'total': 2500, 'sell': 1750}","['Health', 'SpellBlock', 'Armor']",Greatly increases defense near multiple enemies.
,,,,,
Adaptive Helm,<stats>+350 Health<br>+55 Magic Resist<br>+100% Base Health Regeneration <br>+10% Cooldown Reduction</stats><br><br><unique>UNIQUE Passive:</unique> Taking magic damage from a spell or effect reduces all subsequent magic damage from that same spell or effect by 20% for 4 seconds.,"{'FlatHPPoolMod': 350, 'FlatSpellBlockMod': 55}","{'base': 1000, 'purchasable': True, 'total': 2800, 'sell': 1960}","['Health', 'SpellBlock', 'HealthRegen', 'CooldownReduction']",Reduces damage from repeated spells and effects.
,,,,,
Hex Core mk-1,<stats>+3 Ability Power per level<br>+15 Mana per level</stats><br><br><unique>UNIQUE Passive - Progress:</unique> Viktor can upgrade one of his basic spells.,{},"{'base': 1150, 'purchasable': True, 'total': 1150, 'sell': 805}","['Mana', 'SpellDamage']",Allows Viktor to improve an ability of his choice
,,,,,
Hex Core mk-2,<stats>+6 Ability Power per level<br>+20 Mana per level</stats><br><br><unique>UNIQUE Passive - Progress:</unique> Viktor can upgrade one of his basic spells.,{},"{'base': 1000, 'purchasable': True, 'total': 2150, 'sell': 1505}","['Mana', 'SpellDamage']",Allows Viktor to improve an ability of his choice
,,,,,
Perfect Hex Core,"<stats>+10 Ability Power per level<br>+25 Mana per level</stats><br><br><unique>UNIQUE Passive - Glorious Evolution:</unique> Viktor has reached the pinnacle of his power, upgrading Chaos Storm in addition to his basic spells.",{},"{'base': 850, 'purchasable': True, 'total': 3000, 'sell': 2100}","['Mana', 'SpellDamage']",Allows Viktor to improve an ability of his choice
,,,,,
Prototype Hex Core,<stats>+1 Ability Power per level<br>+10 Mana per level</stats><br><br><unique>UNIQUE Passive - Progress:</unique> This item can be upgraded three times to enhance Viktor's basic abilities.,{},"{'base': 0, 'purchasable': False, 'total': 0, 'sell': 0}",[],Increases Ability Power and can be upgraded to improve Viktor's abilities
,,,,,
Spectre's Cowl,<stats>+250 Health<br>+25 Magic Resist</stats><br><br><unique>UNIQUE Passive:</unique> Grants 150% Base Health Regen for up to 10 seconds after taking damage from an enemy champion.,"{'FlatHPPoolMod': 250, 'FlatSpellBlockMod': 25}","{'base': 350, 'purchasable': True, 'total': 1200, 'sell': 840}","['Health', 'HealthRegen', 'SpellBlock']",Improves defense and grants regeneration upon being damaged
,,,,,
Mikael's Crucible,"<stats>+40 Magic Resist<br>+10% Cooldown Reduction<br><mana>+100% Base Mana Regen </mana></stats><br><br><unique>UNIQUE Passive:</unique> +20% Heal and Shield Power<br><unique>UNIQUE Passive - Harmony:</unique> Grants bonus % Base Health Regen equal to your bonus % Base Mana Regen.<br><active>UNIQUE Active:</active> Cleanses all stuns, roots, taunts, fears, silences, and slows on an allied champion and grants them slow immunity for 2 seconds (120 second cooldown). <br><br>Cleansing an effect grants the ally 40% movement speed for 2 seconds.",{'FlatSpellBlockMod': 40},"{'base': 500, 'purchasable': True, 'total': 2100, 'sell': 1470}","['SpellBlock', 'HealthRegen', 'ManaRegen', 'Active', 'CooldownReduction']",Activate to remove all disabling effects from an allied champion
,,,,,
Luden's Echo,"<stats>+90 Ability Power<br><mana>+600 Mana</mana><br>+10% Cooldown Reduction</stats><br><br><unique>UNIQUE Passive - Haste:</unique> This item gains an additional 10% Cooldown Reduction.<br><unique>UNIQUE Passive - Echo:</unique> Gain charges upon moving or casting. At 100 charges, the next damaging spell hit expends all charges to deal 100 (+10% of Ability Power) bonus magic damage to up to 4 targets on hit.","{'FlatMPPoolMod': 600, 'FlatMagicDamageMod': 90}","{'base': 1050, 'purchasable': True, 'total': 3200, 'sell': 2240}","['SpellDamage', 'Mana', 'CooldownReduction', 'OnHit']","Increases Ability Power, Mana, and Cooldown Reduction"
,,,,,
Warding Totem (Trinket),"<groupLimit>Limited to 1 Trinket.</groupLimit><br><br><active>Active:</active> Consume a charge to place an invisible <font color='#BBFFFF'>Stealth Ward</font> which reveals the surrounding area for <scaleLevel>90 - 120</scaleLevel> seconds. <br><br>Stores one charge every <scaleLevel>240 - 120</scaleLevel> seconds, up to 2 maximum charges.<br><br>Ward duration and recharge time gradually improve with level.<br><br><rules>(Limit 3 <font color='#BBFFFF'>Stealth Wards</font> on the map per player.)</rules>",{},"{'base': 0, 'purchasable': True, 'total': 0, 'sell': 0}","['Active', 'Jungle', 'Lane', 'Trinket', 'Vision']",Periodically place a Stealth Ward
,,,,,
Arcane Sweeper,"<active>UNIQUE Active - Hunter's Sight:</active> An arcane mist grants vision in the target area for 5 seconds, revealing enemy champions and granting <font color='#ee91d7'>True Sight</font> of traps in the area for 3 seconds (90 second cooldown).",{},"{'base': 0, 'purchasable': False, 'total': 0, 'sell': 0}","['Vision', 'Trinket', 'Stealth', 'Active']",Activate to reveal a nearby area of the map
,,,,,
Greater Stealth Totem (Trinket),"<groupLimit>Limited to 1 Trinket.</groupLimit><levelLimit> *Level 9+ required to upgrade.</levelLimit><stats></stats><br><br><unique>UNIQUE Active:</unique> Consume a charge to place an invisible ward that reveals the surrounding area for 180 seconds.  Stores a charge every 60 seconds, up to 2 total. Limit 3 <font color='#BBFFFF'>Stealth Wards</font> on the map per player.<br><br><rules>(Trinkets cannot be used in the first 30 seconds of a game. Selling a Trinket will disable Trinket use for 120 seconds).</rules>",{},"{'base': 250, 'purchasable': False, 'total': 250, 'sell': 175}","['Active', 'Trinket', 'Vision']",Periodically place a Stealth Ward
,,,,,
